company_name,total_since_2011,total_since_2017,total_since_2022,total_since_2025,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,link
Acadian Ambulance Service Of Tennessee Llc,90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,0.0,0.0,0.0,0.0,0.0,
Epilepsy Foundation Of Middle And West Tn,90000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Tn Chapter, International Carwash Association",90000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Barry Goldwater Institute For Public Policy Research,90000.0,90000.0,90000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,
Bells Landing Partners,87500.0,0.0,0.0,0.0,65000.0,117500.0,65000.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Communications International Inc.,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Community Bank Services, Inc",87500.0,87500.0,87500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35000.0,52500.0,
"Filp, Llc",87500.0,87500.0,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,65000.0,0.0,0.0,
Policy Studies Inc.,87500.0,0.0,0.0,0.0,22500.0,45000.0,65000.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Safety And Advocacy For Empowerment (Safe),87500.0,87500.0,87500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,65000.0,
Isha Institute Of Inner Sciences,87500.0,87500.0,87500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,45000.0,
"Kci Technologies, Inc",87500.0,87500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,45000.0,32500.0,0.0,0.0,0.0,
"Handy Technologies, Inc.",87500.0,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Truven Health Analytics,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
National Popular Vote Initiative,87500.0,0.0,0.0,0.0,0.0,0.0,42500.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Collier Engineering Co Inc,87500.0,87500.0,87500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,45000.0,
Tennessee Coalition To End Domestic And Sexual Violence,87500.0,87500.0,87500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,32500.0,45000.0,
Empower Schools,87500.0,87500.0,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,45000.0,32500.0,0.0,
Marsh Usa Llc,87500.0,87500.0,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,45000.0,0.0,
Thomas Land And Development Llc,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jason Dellavecchia Md Pllc,87500.0,87500.0,87500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,32500.0,32500.0,
C-Pace Alliance,87500.0,87500.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,65000.0,0.0,0.0,0.0,
"Memphis Botanic Garden Foundation, Inc.",87500.0,87500.0,87500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,45000.0,32500.0,0.0,
Wsia,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25 For Life,85000.0,85000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,32500.0,0.0,0.0,0.0,
Peloton Technology,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Ciox Health, Llc",85000.0,85000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,32500.0,0.0,0.0,0.0,
"Holladay Property Services Midwest, Inc.",85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,
Hughes Technology Llc,85000.0,85000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,0.0,32500.0,0.0,0.0,
"Repurpose, Llc",85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,
Scantron Corporation,85000.0,0.0,0.0,0.0,0.0,45000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sap Concur,85000.0,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,
Mylan Inc.,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,10000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"New Hope Health, Llc",85000.0,85000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,20000.0,20000.0,0.0,0.0,0.0,
Taxpayers For Logical Sentencing,85000.0,85000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,20000.0,0.0,0.0,0.0,
Dragon City,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,
William R Moore College Of Technology,85000.0,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,
"Igolfvirtual, Llc",85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,
"Gaggle.Net, Inc.",85000.0,85000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,20000.0,0.0,0.0,0.0,32500.0,0.0,
Gainwell Technologies Llc,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,42500.0,0.0,0.0,0.0,0.0,
The Praxis Project Inc.,85000.0,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,
Strategic Principles Llc,85000.0,85000.0,85000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,52500.0,
"Propst Development, Llc",85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,
Appalachian Voices,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,32500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Greyhound Lines, Inc.",85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,
Concerned Citizens,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,
Centrus Energy Corp.,85000.0,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,
Braden Health Llc,85000.0,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,
Health Care Compact,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Article Iv,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,
"Aramark Management Services, Lp",85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Andrew Jackson Foundation,85000.0,85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,
Edchoice,85000.0,85000.0,85000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,52500.0,
Exeter,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Morrison & Foerster Llp On Behalf Of The Money Services Round Table,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Faneuil, Inc.",85000.0,0.0,0.0,0.0,0.0,0.0,52500.0,0.0,0.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Attenti Us, Inc.",85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,
"Matter Health Technology, Inc",85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,20000.0,0.0,0.0,
"Legalzoom.Com, Inc.",85000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,0.0,0.0,0.0,0.0,52500.0,0.0,0.0,0.0,0.0,0.0,
"Shadowtrack Technologies, Inc.",85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,
"Signal Group Consulting, Llc",85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tennessee Sub S Bank Association,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Connecting The Heartland, Inc.",85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,0.0,
Comdata,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,0.0,0.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Consumer Direct Holdings, Inc",85000.0,85000.0,85000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000.0,0.0,0.0,
Town Of Farragut,82500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Study Edge,82500.0,82500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,52500.0,20000.0,0.0,0.0,0.0,0.0,0.0,
The Weston A. Price Foundation (Wapf),82500.0,82500.0,82500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,32500.0,
"Mclane Company, Inc.",82500.0,0.0,0.0,0.0,20000.0,52500.0,20000.0,32500.0,10000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"National Strategies, Llc",82500.0,30000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,10000.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,
"Ehawk, Inc.",82500.0,82500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,0.0,0.0,0.0,10000.0,20000.0,0.0,0.0,0.0,
Latino Memphis,82500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,52500.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Industrial Land Developers Llc,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Blackberry,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,
"Zais Group, Llc",80000.0,80000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,
"Bdo Government Services, Llc",80000.0,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,
Livelikelou Foundation,80000.0,80000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,
Fivestone Partners,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tn Men'S Health Network,80000.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Phillips Infrastructure Corp.,80000.0,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,
Memphis Oral School For The Deaf,80000.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Tn Collectors Assn.,80000.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Prichard'S Distillery, Inc.",80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Affiliated Computer Services, Inc., A Xerox Company And Its Affiliates",80000.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Wilkes & Mchugh, P.A.",80000.0,0.0,0.0,0.0,160000.0,160000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Association For Accessible Medicines,80000.0,80000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,
Rural Metro Ambulance,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Provectus Biopharmaceuticals, Inc.",80000.0,80000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,
Professional Certification Coalition,80000.0,80000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,10000.0,10000.0,20000.0,20000.0,0.0,
Rite Of Passage Inc.,80000.0,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,
Iota Community Schools,80000.0,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,
Waste Control Specialists Llc,80000.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
The College Entrance Examination Board,80000.0,80000.0,70000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,20000.0,20000.0,10000.0,
Heritage Action For America,80000.0,80000.0,80000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,
Syra Health Corp,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,
Lothlorien,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,
Fifty Bar,80000.0,80000.0,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,
Fga Action,77500.0,67500.0,67500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,45000.0,
"Carmax Auto Superstores, Inc.",77500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Compsouth,77500.0,0.0,0.0,0.0,85000.0,32500.0,32500.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Memphis In May International Festival, Inc",77500.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cherokee Nation,77500.0,0.0,0.0,0.0,42500.0,45000.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jackson Chamber Of Commerce,77500.0,77500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,32500.0,0.0,0.0,0.0,
Aspire Public Schools,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,32500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Consumer Health Alliance,77500.0,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,45000.0,0.0,0.0,0.0,0.0,
"Healthy Children Project, Inc.",77500.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Specialized Carriers & Rigging Association,77500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32500.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Vonlane Tn, Llc",75000.0,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,32500.0,20000.0,0.0,
Tennessee Association Of Beauty Professionals,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,32500.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Avenue Diner Llc,75000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
University of Memphis Foundation,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Cardtronics Usa, Inc.",75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Regionsmart,75000.0,75000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,65000.0,0.0,0.0,0.0,
Girl Scouts Of Middle Tennessee,75000.0,75000.0,22500.0,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,
"Autodesk, Inc.",75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Geo-Comm,75000.0,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,
Rialto Capital Management,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Primerica, Inc",75000.0,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,32500.0,0.0,0.0,
"J & M Grading Division, Llc",75000.0,75000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,45000.0,20000.0,0.0,0.0,0.0,
"The Plateau Group, Inc.",75000.0,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,
Tennessee Society For Laser Medicine & Surgery,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Burley Stabilization Corp.,75000.0,10000.0,0.0,0.0,32500.0,10000.0,0.0,0.0,0.0,0.0,45000.0,20000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Aapan,75000.0,75000.0,32500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,32500.0,0.0,0.0,0.0,
Educopia,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"America'S Car Mart, Inc.",75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Crispr Therapeutics,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,0.0,0.0,0.0,
"Crown Cork & Seal Company, Inc.",75000.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Blount Memorial Hospital, Incorporated",75000.0,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,65000.0,0.0,0.0,
"Vaughn Development Group, Inc.",75000.0,0.0,0.0,0.0,0.0,0.0,65000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Do No Harm,75000.0,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,65000.0,0.0,0.0,
American Kidney Fund,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Carmike Cinemas, Inc.",75000.0,0.0,0.0,0.0,0.0,57500.0,10000.0,0.0,0.0,0.0,45000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Catholic Memphis Urban Schools, Inc.",75000.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22500.0,52500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"Provision Trust, Inc.",75000.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brightspeed,72500.0,72500.0,72500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,52500.0,0.0,
