company_name,year,amount
Us Travel Insurance Association (Ustia),2021,55000.0
Us Worldmeds,2019,127500.0
Usa Cares,2025,32500.0
"Uscc Services, Llc",2018,357500.0
Uwill,2024,32500.0
Vaco,2022,22500.0
Vanderbilt University,2012,4025000.0
Vanderbilt University Medical Center,2016,1430000.0
Vanguard Government Relations,2025,20000.0
"Vaughn Development Group, Inc.",2011,75000.0
"Veeo, Llc",2023,42500.0
Ventec Life Systems,2019,10000.0
Venue 109 Apartments L.P.,2024,145000.0
"Vera Action, Inc.",2021,10000.0
Vera Institute Of Justice,2018,207500.0
Veridos America Inc.,2020,42500.0
Verify4,2021,175000.0
Verizon,2011,1910000.0
Verra Mobility Corporation And Its Affiliates,2023,117500.0
Vertex Pharmaceuticals Incorporated,2015,782500.0
Vesta Solutions Inc,2020,117500.0
Veterans Guardian Va Claim Consulting Llc,2024,142500.0
Veterinary Virtual Care Association,2023,42500.0
Via Science,2025,65000.0
Viable Inc.,2023,122500.0
"Victim Policy Institute, Inc",2025,90000.0
Viiv Healthcare,2025,20000.0
"Vimo, Inc.",2020,65000.0
Vincente Sederberg Llc,2019,20000.0
Vinoshipper C/O Multistate Associates Llc,2025,45000.0
Vinyl Siding Institute,2018,10000.0
Visa,2018,872500.0
"Vista Truth, Inc.",2014,115000.0
Vitalsource,2017,410000.0
Vitruvan Health Care System,2025,20000.0
Viva Johnson,2011,22500.0
Vivid Seats Llc,2023,65000.0
Voices For Safer Tennessee,2023,575000.0
"Volkert, Inc.",2014,1242500.0
"Volunteer Materials, Llc",2022,415000.0
"Volunteers Of America Mid-States, Inc.",2016,55000.0
"Vonlane Tn, Llc",2022,75000.0
Votec Corporation,2018,220000.0
Vsm Management Llc D/B/A Southern Dental Alliance,2021,52500.0
Vtm Llc,2017,65000.0
Wacker Polysilicon North America Llc,2011,940000.0
"Wagr, Inc.",2021,130000.0
Walden University C/O Multistate Associates Inc.,2015,105000.0
Walgreen Co.,2015,340000.0
"Walk2Town Holdings, Llc",2021,127500.0
Walnut Falls Farm,2019,32500.0
Washington County Economic Development Council,2018,32500.0
Waste Control Specialists Llc,2011,80000.0
"Watauga Recovery Centers, Inc.",2015,205000.0
Water Sports Industry Association,2022,242500.0
Waterford,2025,10000.0
"Wawa, Inc",2025,42500.0
Waymo Llc,2025,65000.0
"Wayne Halfway House, Inc.",2012,1042500.0
"Well Child, Inc.",2013,222500.0
"Wellness Solutions, Inc.",2012,32500.0
"Wesley Financial Group, Llc",2022,212500.0
West Kentucky Rural Telephone Dba Wk&T,2018,142500.0
Western Union,2012,127500.0
Wgu Tennessee,2017,747500.0
Whatabrands Llc,2023,122500.0
"White Oak Global Advisors, Llc",2017,180000.0
Wilbur Smith Associates,2011,45000.0
William R Moore College Of Technology,2025,85000.0
Williamson County Chamber Of Commerce,2019,140000.0
"Willowbend Farms, Inc",2021,40000.0
"Windmill Title, Llc",2011,55000.0
Winrock International,2021,490000.0
Winton Capital,2015,30000.0
Wireless Infrastructure Association,2018,65000.0
Wireless Infrastructure Association C/O Multistate Associates Llc,2023,45000.0
Wold Architects Incorporated,2023,255000.0
Wolf Pac,2020,240000.0
"Wolf River Conservancy, Inc.",2020,125000.0
"Wolf River Harbor Holdings, Llc",2020,337500.0
Women'S Fund Of Greater Chattanooga,2018,227500.0
Women'S Political Collaborative Of Tn,2011,197500.0
Wonderschool,2023,172500.0
"Workday, Inc.",2022,127500.0
World Relief Corporation Of The National Association Of Evangelicals,2025,20000.0
Wsia,2018,85000.0
Wsp Usa Inc.,2024,130000.0
X Corp.,2025,20000.0
"Xcaliber International, Ltd., L.L.C.",2018,52500.0
Xerox,2012,465000.0
Yahoo! Inc.,2016,20000.0
Yes. Every Kid.,2021,637500.0
Yescare Corp.,2022,447500.0
Ymca Of Memphis And The Mid-South,2023,192500.0
Young Americans For Liberty,2023,212500.0
"Your People, Inc. D/B/A Zenefits Ftw Insurance Services",2016,32500.0
"Youscience, Llc",2016,375000.0
"Youth Advocate Programs,",2023,135000.0
Youth Law Center,2023,30000.0
Youth Opportunity Investments,2018,152500.0
Youth Villages,2011,1325000.0
Ywca,2016,140000.0
"Zais Group, Llc",2022,80000.0
Zebra Technologies,2013,230000.0
Zillow Group,2019,212500.0
"Zimmer, Inc.",2018,20000.0
Zochem Llc,2025,42500.0
"Zscaler, Inc.",2022,260000.0
