entity_name,website,lob_total_15yr,lob_total_10yr,lob_total_5yr,lob_total_2025,has_lobbying,donor_type,cf_politician_reference,cf_total_15yr,cf_total_10yr,cf_total_5yr,cf_total_2025,has_cf,ie_politician_reference,ie_total_15yr,ie_total_10yr,ie_total_5yr,ie_total_2025,has_ie,grand_total_15yr,grand_total_10yr,grand_total_5yr,grand_total_2025,qualifies_15yr,qualifies_10yr,qualifies_5yr,qualifies_2025
"American Academy Of Pediatrics, Tn Chapter",,642500.0,512500.0,305000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,642500.0,512500.0,305000.0,45000.0,True,True,True,False
D&S Residential Services Lp,,640000.0,495000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,640000.0,495000.0,0.0,0.0,True,True,False,False
International Business Machines Corporation (Ibm),,640000.0,550000.0,517500.0,90000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,640000.0,550000.0,517500.0,90000.0,True,True,True,True
Centurylink,,640000.0,497500.0,40000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,640000.0,497500.0,40000.0,0.0,True,True,False,False
Greater Memphis Chamber,,640000.0,620000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,640000.0,620000.0,425000.0,85000.0,True,True,True,True
Tn Orthopaedic Society,,637500.0,457500.0,245000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,637500.0,457500.0,245000.0,45000.0,True,True,True,False
Yes. Every Kid.,,637500.0,637500.0,637500.0,205000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,637500.0,637500.0,637500.0,205000.0,True,True,True,True
Kinder Morgan,,637500.0,572500.0,262500.0,102500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,637500.0,572500.0,262500.0,102500.0,True,True,True,True
"Boehringer Ingelheim Pharmaceuticals, Inc.",,637500.0,567500.0,402500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,637500.0,567500.0,402500.0,85000.0,True,True,True,True
National Rifle Association Of America,,635000.0,477500.0,267500.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,635000.0,477500.0,267500.0,65000.0,True,True,True,True
Tn Assn. For Home Care,,630000.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,630000.0,450000.0,225000.0,45000.0,True,True,True,False
"Nasw, Tennessee Chapter",,630000.0,450000.0,225000.0,32500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,630000.0,450000.0,225000.0,32500.0,True,True,True,False
"Lincoln Paving, Llc",,630000.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,630000.0,450000.0,225000.0,45000.0,True,True,True,False
Aflac,,630000.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,630000.0,450000.0,225000.0,45000.0,True,True,True,False
International Paper,,630000.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,630000.0,450000.0,225000.0,45000.0,True,True,True,False
Forward Sumner Economic Partnership,,630000.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,630000.0,450000.0,225000.0,45000.0,True,True,True,False
Ford Construction Company,,630000.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,630000.0,450000.0,225000.0,45000.0,True,True,True,False
Ace American Insurance Company,,630000.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,630000.0,450000.0,225000.0,45000.0,True,True,True,False
Tennessee Podiatric Medical Association,,620000.0,452500.0,212500.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,620000.0,452500.0,212500.0,45000.0,True,True,True,False
"Affordable Equity Partners, Inc.",,612500.0,612500.0,612500.0,90000.0,True,Company,0,5000.0,5000.0,5000.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,617500.0,617500.0,617500.0,90000.0,True,True,True,True
Science Alliance Of Tn,,617500.0,437500.0,212500.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,617500.0,437500.0,212500.0,45000.0,True,True,True,False
Tennessee Trial Judges Association,,615000.0,465000.0,212500.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,615000.0,465000.0,212500.0,45000.0,True,True,True,False
Bell & Associates Construction,,615000.0,615000.0,560000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,615000.0,615000.0,560000.0,160000.0,True,True,True,True
Tn Assn. Of Professional Surveyors,,612500.0,470000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,612500.0,470000.0,225000.0,45000.0,True,True,True,False
Nationwide General Insurance Company,,612500.0,470000.0,205000.0,42500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,612500.0,470000.0,205000.0,42500.0,True,True,True,False
Deere & Company,,612500.0,412500.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,612500.0,412500.0,225000.0,45000.0,True,True,True,False
Americans United For Separation Of Church And State,,610000.0,250000.0,80000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,610000.0,250000.0,80000.0,0.0,True,True,False,False
Schroder Investment Management North America Inc,,610000.0,570000.0,470000.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,610000.0,570000.0,470000.0,20000.0,True,True,True,False
Tennessee Farm Winegrowers Alliance,,610000.0,440000.0,215000.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,610000.0,440000.0,215000.0,20000.0,True,True,True,False
Dci Donor Services Dba Tn Donor Services,,610000.0,570000.0,317500.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,610000.0,570000.0,317500.0,65000.0,True,True,True,True
Entertainment Software Association,,595000.0,465000.0,262500.0,52500.0,True,Company,0,14500.0,14500.0,11000.0,4000.0,True,0.0,0.0,0.0,0.0,0.0,False,609500.0,479500.0,273500.0,56500.0,True,True,True,True
"American Traffic Solutions, Inc.",,607500.0,427500.0,182500.0,0.0,True,Company,0,1000.0,1000.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,608500.0,428500.0,182500.0,0.0,True,True,True,False
The Daily News Publishing Co.,,607500.0,380000.0,200000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,607500.0,380000.0,200000.0,0.0,True,True,True,False
"Tennessee Carriers, Inc.",,605000.0,437500.0,212500.0,32500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,605000.0,437500.0,212500.0,32500.0,True,True,True,False
Jones Lang Lasalle Americas Inc.,,605000.0,442500.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,605000.0,442500.0,0.0,0.0,True,True,False,False
Tn Eagle Forum,,605000.0,425000.0,212500.0,57500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,605000.0,425000.0,212500.0,57500.0,True,True,True,True
Philips North America,,602500.0,602500.0,437500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,602500.0,602500.0,437500.0,85000.0,True,True,True,True
Middle Tennessee Electric,,602500.0,602500.0,602500.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,602500.0,602500.0,602500.0,160000.0,True,True,True,True
Intralot Usa,,602500.0,510000.0,227500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,602500.0,510000.0,227500.0,0.0,True,True,True,False
Tn Right To Life,,600000.0,520000.0,220000.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,600000.0,520000.0,220000.0,20000.0,True,True,True,False
Tn Chapter Of The American Planning Assn.,,600000.0,520000.0,100000.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,600000.0,520000.0,100000.0,20000.0,True,True,True,False
"Southern Glazer'S Wine And Spirits, Llc",,597500.0,597500.0,195000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,597500.0,597500.0,195000.0,0.0,True,True,True,False
Target Corporation,,587500.0,547500.0,265000.0,0.0,True,Company,0,5000.0,2500.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,592500.0,550000.0,265000.0,0.0,True,True,True,False
Pro Bobby Harshbarger Pac,,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,False,0.0,591201.96,591201.96,591201.96,0.0,True,591201.96,591201.96,591201.96,0.0,True,True,True,False
Rocketship Education,,590000.0,420000.0,165000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,590000.0,420000.0,165000.0,65000.0,True,True,True,True
"Wilson, Justin & Barbara",,0.0,0.0,0.0,0.0,False,Individual,0,585000.0,375000.0,145000.0,30000.0,True,0.0,0.0,0.0,0.0,0.0,False,585000.0,375000.0,145000.0,30000.0,True,True,True,False
Walmart,,582500.0,582500.0,345000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,582500.0,582500.0,345000.0,65000.0,True,True,True,True
Mednax Health Solutions Partner,,582500.0,462500.0,137500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,582500.0,462500.0,137500.0,0.0,True,True,True,False
Republican Governor'S Association,,0.0,0.0,0.0,0.0,False,,0,0.0,0.0,0.0,0.0,False,0.0,580500.0,580500.0,0.0,0.0,True,580500.0,580500.0,0.0,0.0,True,True,False,False
Tennessee Self-Insurers Association,,580000.0,490000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,580000.0,490000.0,225000.0,45000.0,True,True,True,False
Tennessee Gas Association,,580000.0,375000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,580000.0,375000.0,225000.0,45000.0,True,True,True,False
Tennessee Propane Gas Association,,580000.0,400000.0,175000.0,32500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,580000.0,400000.0,175000.0,32500.0,True,True,True,False
Indivior Inc,,580000.0,492500.0,212500.0,32500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,580000.0,492500.0,212500.0,32500.0,True,True,True,False
Tennessee Growers Coalition,,577500.0,577500.0,422500.0,122500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,500.0,500.0,500.0,0.0,True,578000.0,578000.0,423000.0,122500.0,True,True,True,True
"Axon Enterprise, Inc.",,577500.0,577500.0,322500.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,577500.0,577500.0,322500.0,45000.0,True,True,True,False
University Of Memphis Foundation,,577500.0,555000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,577500.0,555000.0,0.0,0.0,True,True,False,False
Bristol-Myers Squibb Co.,,575000.0,495000.0,382500.0,32500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,575000.0,495000.0,382500.0,32500.0,True,True,True,False
Voices For Safer Tennessee,,575000.0,575000.0,575000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,575000.0,575000.0,575000.0,160000.0,True,True,True,True
Abbvie Inc.,,572500.0,550000.0,32500.0,32500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,572500.0,550000.0,32500.0,32500.0,True,True,False,False
Cognia,,572500.0,572500.0,572500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,572500.0,572500.0,572500.0,85000.0,True,True,True,True
Tennessee Association Of Community Action,,572500.0,210000.0,72500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,572500.0,210000.0,72500.0,0.0,True,False,False,False
Sanofi-Aventis,,570000.0,445000.0,280000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,570000.0,445000.0,280000.0,85000.0,True,True,True,True
Southern College Of Optometry,,570000.0,570000.0,385000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,570000.0,570000.0,385000.0,85000.0,True,True,True,True
Tennessee Lobbyists Association,,567500.0,437500.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,567500.0,437500.0,225000.0,45000.0,True,True,True,False
Tn College Of Emergency Physicians,,567500.0,412500.0,200000.0,32500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,567500.0,412500.0,200000.0,32500.0,True,True,True,False
"Draftkings, Inc.",,567500.0,545000.0,45000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,567500.0,545000.0,45000.0,0.0,True,True,False,False
"The Proton Therapy Center, Llc",,562500.0,357500.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,562500.0,357500.0,0.0,0.0,True,True,False,False
Tn Chapter Of The American Society Of Landscape Architects,,562500.0,482500.0,382500.0,290000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,562500.0,482500.0,382500.0,290000.0,True,True,True,True
Stand For Children,,187500.0,0.0,0.0,0.0,True,Company,0,74002.0,36739.0,0.0,0.0,True,0.0,299146.3,299146.3,3497.51,0.0,True,560648.3,335885.3,3497.51,0.0,True,True,False,False
Tn Mental Health Consumers Assn.,,560000.0,237500.0,70000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,560000.0,237500.0,70000.0,0.0,True,False,False,False
Magellan Health Services,,560000.0,385000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,560000.0,385000.0,0.0,0.0,True,True,False,False
Tennessee Conservation Voters,,560000.0,397500.0,202500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,560000.0,397500.0,202500.0,0.0,True,True,True,False
Tennessee Academy Of Pediatric Dentistry,,557500.0,547500.0,230000.0,52500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,557500.0,547500.0,230000.0,52500.0,True,True,True,True
"Blackberry Farm, Llc",,555000.0,302500.0,137500.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,555000.0,302500.0,137500.0,20000.0,True,True,True,False
Tn Assn. Of Audiologists And Speech Language Pathologists,,555000.0,375000.0,150000.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,555000.0,375000.0,150000.0,20000.0,True,True,True,False
Schneider Electric,,555000.0,555000.0,460000.0,10000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,555000.0,555000.0,460000.0,10000.0,True,True,True,False
The Humane Society Of The U.S.,,555000.0,230000.0,80000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,555000.0,230000.0,80000.0,0.0,True,False,False,False
"Civil Constructors, Llc",,552500.0,530000.0,305000.0,85000.0,True,Company,0,1000.0,1000.0,1000.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,553500.0,531000.0,306000.0,85000.0,True,True,True,True
Cratz Inspection Services Inc. D/B/A Sealmaster,,552500.0,462500.0,237500.0,57500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,552500.0,462500.0,237500.0,57500.0,True,True,True,True
"Curriculum Associates, Llc",,552500.0,532500.0,345000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,552500.0,532500.0,345000.0,85000.0,True,True,True,True
American Council Of Life Insurers,,550000.0,382500.0,195000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,550000.0,382500.0,195000.0,45000.0,True,True,True,False
Educational Testing Service,,550000.0,550000.0,332500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,550000.0,550000.0,332500.0,85000.0,True,True,True,True
Hms,,547500.0,267500.0,42500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,547500.0,267500.0,42500.0,0.0,True,True,False,False
"Koch Companies Public Sector, Llc And Affiliates",,545000.0,545000.0,212500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,545000.0,545000.0,212500.0,0.0,True,True,True,False
"Highways,Inc.",,542500.0,222500.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,542500.0,222500.0,0.0,0.0,True,False,False,False
Tennessee Title Loans Association,,542500.0,170000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,542500.0,170000.0,0.0,0.0,True,False,False,False
Tennessee Tow Truck Association,,540000.0,480000.0,342500.0,122500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,540000.0,480000.0,342500.0,122500.0,True,True,True,True
Priority Ambulance,,540000.0,540000.0,475000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,540000.0,540000.0,475000.0,160000.0,True,True,True,True
Citigroup,,540000.0,460000.0,360000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,540000.0,460000.0,360000.0,85000.0,True,True,True,True
Purdue Pharma Lp,,537500.0,420000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,537500.0,420000.0,225000.0,45000.0,True,True,True,False
Cicero Action,,537500.0,537500.0,537500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,537500.0,537500.0,537500.0,85000.0,True,True,True,True
"Support Solutions Of The Mid-South, Llc",,537500.0,537500.0,230000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,537500.0,537500.0,230000.0,45000.0,True,True,True,False
"Bird Rides, Inc.",,537500.0,537500.0,255000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,537500.0,537500.0,255000.0,0.0,True,True,True,False
Cempa Community Care,,535000.0,535000.0,405000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,535000.0,535000.0,405000.0,85000.0,True,True,True,True
Ford Motor Company,,535000.0,535000.0,535000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,535000.0,535000.0,535000.0,160000.0,True,True,True,True
Patients For Fair Compensation,,535000.0,320000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,535000.0,320000.0,0.0,0.0,True,True,False,False
"Pure Storage, Inc.",,532500.0,532500.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,532500.0,532500.0,425000.0,85000.0,True,True,True,True
Asurion,,502500.0,450000.0,225000.0,45000.0,True,Individual,0,30000.0,30000.0,30000.0,30000.0,True,0.0,0.0,0.0,0.0,0.0,False,532500.0,480000.0,255000.0,75000.0,True,True,True,True
Cg Of Tennessee Llc,,532500.0,532500.0,382500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,532500.0,532500.0,382500.0,85000.0,True,True,True,True
"Freeman Recovery Center, Llc",,520000.0,520000.0,520000.0,260000.0,True,Company,0,10100.0,10100.0,10100.0,500.0,True,0.0,0.0,0.0,0.0,0.0,False,530100.0,530100.0,530100.0,260500.0,True,True,True,True
"Sugarlands Distilling Company, Llc",,527500.0,475000.0,325000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,527500.0,475000.0,325000.0,65000.0,True,True,True,True
Pilot Corporation,,527500.0,30000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,527500.0,30000.0,0.0,0.0,True,False,False,False
Justice Action Network,,527500.0,527500.0,240000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,527500.0,527500.0,240000.0,0.0,True,True,True,False
Opportunity Solutions Project,,522500.0,522500.0,192500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,522500.0,522500.0,192500.0,0.0,True,True,True,False
Southeast Community Capital Corp.,,522500.0,380000.0,242500.0,52500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,522500.0,380000.0,242500.0,52500.0,True,True,True,True
State Volunteer Mutual Ins. Co.,,522500.0,302500.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,522500.0,302500.0,0.0,0.0,True,True,False,False
First Horizon Bank,,522500.0,397500.0,55000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,522500.0,397500.0,55000.0,0.0,True,True,False,False
United Services Automobile Association,,520000.0,310000.0,100000.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,520000.0,310000.0,100000.0,20000.0,True,True,True,False
"Graduation Alliance, Inc",,520000.0,520000.0,392500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,520000.0,520000.0,392500.0,85000.0,True,True,True,True
Evergreen Packaging Inc.,,520000.0,45000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,520000.0,45000.0,0.0,0.0,True,False,False,False
The United Company,,520000.0,520000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,520000.0,520000.0,425000.0,85000.0,True,True,True,True
Us Nitrogen Llc,,517500.0,360000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,517500.0,360000.0,0.0,0.0,True,True,False,False
Life Science Tennessee,,517500.0,457500.0,295000.0,22500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,517500.0,457500.0,295000.0,22500.0,True,True,True,False
Blackbird Capital Ii Llc,,515000.0,515000.0,430000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,515000.0,515000.0,430000.0,0.0,True,True,True,False
Tn Risk Management Trust,,512500.0,370000.0,245000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,512500.0,370000.0,245000.0,65000.0,True,True,True,True
Global Medical Response,,510000.0,510000.0,425000.0,85000.0,True,Company,0,2000.0,2000.0,2000.0,2000.0,True,0.0,0.0,0.0,0.0,0.0,False,512000.0,512000.0,427000.0,87000.0,True,True,True,True
"Wal-Mart Stores, Inc.",,502500.0,107500.0,0.0,0.0,True,Company,0,9500.0,9500.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,512000.0,117000.0,0.0,0.0,True,False,False,False
Pmi Us Corporate Services Inc. And Affiliates,,510000.0,510000.0,510000.0,510000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,510000.0,510000.0,510000.0,510000.0,True,True,True,True
Swedish Match,,505000.0,325000.0,122500.0,0.0,True,Individual,0,5000.0,5000.0,5000.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,510000.0,330000.0,127500.0,0.0,True,True,True,False
"Action Now Initiative, Llc",,510000.0,510000.0,420000.0,260000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,510000.0,510000.0,420000.0,260000.0,True,True,True,True
Tennessee Association Of Chiefs Of Police,,507500.0,427500.0,327500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,507500.0,427500.0,327500.0,85000.0,True,True,True,True
"Neighborhood Preservation, Inc.",,500000.0,500000.0,150000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,500000.0,500000.0,150000.0,0.0,True,True,True,False
