spender_name,original_spender_name,politician_display,politician_key,amount,year,support_or_oppose,expense_date
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",8500.0,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",8500.0,2024,Support,2024-06-01
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",2500.0,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",1500.0,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",1500.0,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",2500.0,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",4500.0,2024,Support,2024-06-16
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",3955.0,2024,Support,2024-05-15
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",4200.0,2024,Support,2024-05-15
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",4150.0,2024,Support,2024-05-15
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",6150.0,2024,Support,2024-05-15
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",4575.0,2024,Support,2024-05-17
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",4575.0,2024,Support,2024-05-17
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",3150.0,2024,Support,2024-05-17
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",3150.0,2024,Support,2024-05-23
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",2340.0,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",2361.0,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",2484.24,2024,Support,2024-06-04
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",1814.7,2024,Support,2024-06-05
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",1634.85,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",1680.9,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",1680.9,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of Dickson),"Littleton, Mary",1689.3,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of White Bluff),"Littleton, Mary",1689.3,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Paul Sherrell (Republican of Sparta),"Sherrell, Paul",1800.71,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",1816.8,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",1828.3,2024,Support,2024-06-11
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",1659.6,2024,Support,2024-06-12
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",1500.0,2024,Support,2024-06-18
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",1500.0,2024,Support,2024-06-19
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",1500.0,2024,Support,2024-06-19
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",1500.0,2024,Support,2024-06-19
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",1500.0,2024,Support,2024-06-25
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",1500.0,2024,Support,2024-06-25
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of Dickson),"Littleton, Mary",1500.0,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of White Bluff),"Littleton, Mary",1500.0,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Paul Sherrell (Republican of Sparta),"Sherrell, Paul",1500.0,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",1500.0,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",1500.0,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",1500.0,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",2950.0,2024,Support,2024-06-18
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",2500.0,2024,Support,2024-06-19
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",2800.0,2024,Support,2024-06-19
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",2800.0,2024,Support,2024-06-19
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",2500.0,2024,Support,2024-06-25
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",4550.0,2024,Support,2024-06-25
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",2000.0,2024,Support,2024-06-25
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of Dickson),"Littleton, Mary",2800.0,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of White Bluff),"Littleton, Mary",2800.0,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Paul Sherrell (Republican of Sparta),"Sherrell, Paul",3000.0,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",2000.0,2024,Support,2024-06-26
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",2800.0,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",3000.0,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",3000.0,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",1577.5,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Paul Sherrell (Republican of Sparta),"Sherrell, Paul",1800.4,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",1661.25,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",1603.86,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",1603.86,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",2484.05,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",1816.8,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",1577.15,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",1603.86,2024,Support,2024-06-28
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",1603.86,2024,Support,2024-06-28
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",3276.88,2024,Support,2024-06-04
Americans For Prosperity,Americans For Prosperity Action,Lee Reeves (Republican of Franklin),"Reeves, Lee",1452.27,2024,Support,2024-06-05
Americans For Prosperity,Americans For Prosperity Action,Aron Maberry (Republican of Clarksville),"Maberry, Aron",1158.05,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Maryville),"Emert, Jason",1305.94,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Jason Emert (Republican of Lafayette),"Emert, Jason",1305.94,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of Dickson),"Littleton, Mary",1207.94,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Mary Littleton (Republican of White Bluff),"Littleton, Mary",1207.94,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Paul Sherrell (Republican of Sparta),"Sherrell, Paul",1392.01,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",1413.35,2024,Support,2024-06-10
Americans For Prosperity,Americans For Prosperity Action,Rusty Grills (Republican of Newbern),"Grills, Rusty",1402.11,2024,Support,2024-06-11
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",1174.14,2024,Support,2024-06-12
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",1056.05,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Paul Sherrell (Republican of Sparta),"Sherrell, Paul",1392.01,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Robert Stevens (Republican of Smyrna),"Stevens, Robert",1174.14,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",1196.29,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",1196.29,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Jon Lundberg (Republican of Bristol),"Lundberg, Jon",3276.88,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,Tim Rudd (Republican of Murfreesboro),"Rudd, Tim",1413.35,2024,Support,2024-06-24
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",1056.05,2024,Support,2024-06-27
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",1879.8,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,Chris Todd (Republican of Jackson),"Todd, Chris",1497.31,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",1574.0,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,John Ragan (Republican of Oak Ridge),"Ragan, John",1056.05,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",1687.65,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",1687.65,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",1196.29,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",1196.29,2024,Support,2024-06-06
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Culleoka),"Cepicky, Scott",1196.29,2024,Support,2024-06-28
Americans For Prosperity,Americans For Prosperity Action,Scott Cepicky (Republican of Columbia),"Cepicky, Scott",1196.29,2024,Support,2024-06-28
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",2554.2,2024,Support,2024-10-28
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",2297.93,2024,Support,2024-10-28
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",100.0,2024,Support,2024-10-31
Americans For Prosperity,Americans For Prosperity Action,Elaine Davis (Republican of Knoxville),"Davis, Elaine",288.61,2024,Support,2024-11-01
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Bluff City),"Hill, Timothy",2500.0,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Blountville),"Hill, Timothy",2500.0,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Piney Flats),"Hill, Timothy",2500.0,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Bluff City),"Hill, Timothy",1800.0,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Blountville),"Hill, Timothy",1800.0,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Piney Flats),"Hill, Timothy",1800.0,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Bluff City),"Hill, Timothy",414.68,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Blountville),"Hill, Timothy",414.68,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Piney Flats),"Hill, Timothy",414.68,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Bluff City),"Hill, Timothy",1500.0,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Blountville),"Hill, Timothy",1500.0,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Piney Flats),"Hill, Timothy",1500.0,2023,Support,2023-05-16
Americans For Prosperity,Americans For Prosperity Action,Timothy Hill (Republican of Bluff City),"Hill, Timothy",414.68,2023,Support,2023-06-01
