politician_key,display_name,party,city,account_type,current_elected,current_seat,running_in_2026
"Huett-Garcia, Amber",Amber Huett-Garcia (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Field, Avery",Avery Field (Republican of Goodlettsville),Republican,Goodlettsville,Campaign Account,No,,No
"Jeff, Jesse",Jesse Jeff (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Harris, Robert A.",Robert A. Harris (Democrat of Halls),Democrat,Halls,Campaign Account,No,,No
"Goins, Tilman",Tilman Goins (Republican of Morristown),Republican,Morristown,Campaign Account,No,,No
"Shane, Aaron",Aaron Shane (Republican of Mt. Juliet),Republican,Mt. Juliet,Campaign Account,No,,No
"Burgess, Ernest",Ernest Burgess (Republican of Murfreesboro),Republican,Murfreesboro,Campaign Account,No,,No
"Fulbright, Michael",Michael Fulbright (Republican of Columbia),Republican,Columbia,Campaign Account,No,,No
"Winder,  Donald",Donald Winder (Republican of Athens),Republican,Athens,Campaign Account,No,,No
"Thomas, Jacqueline Anderson",Jacqueline Anderson Thomas (Democrat of Chattanooga),Democrat,Chattanooga,Campaign Account,No,,No
"Thongnopnua, Joda",Joda Thongnopnua (Democrat of Chattanooga),Democrat,Chattanooga,Campaign Account,No,,No
"Williams, Joseph",Joseph Williams (Republican of Nashville),Republican,Nashville,Campaign Account,No,,No
"Lawrence, Jean-Marie",Jean-Marie Lawrence (Democrat of Chattanooga),Democrat,Chattanooga,Campaign Account,No,,No
"Hedgecough, Angela",Angela Hedgecough (Democrat of Cookeville),Democrat,Cookeville,Campaign Account,No,,No
"Butt, Sheila",Sheila Butt (Republican of Columbia),Republican,Columbia,Campaign Account,No,,No
"Winton, Michael",Michael Winton (Democrat of Tullahoma),Democrat,Tullahoma,Campaign Account,No,,No
"Holmes, Menda",Menda Holmes (Republican of Lebanon),Republican,Lebanon,Campaign Account,No,,No
"Hughes, Dan",Dan Hughes (Republican of Lexington),Republican,Lexington,Campaign Account,No,,No
"Jordan, Gayle",Gayle Jordan (Democrat of Murfreesboro),Democrat,Murfreesboro,Campaign Account,No,,No
"Spivey, Billy",Billy Spivey (Republican of Lewisburg),Republican,Lewisburg,Campaign Account,No,,No
"Beavers, Mae",Mae Beavers (Republican of Mt. Juliet),Republican,Mt. Juliet,Campaign Account,No,,No
"Coury, Joe",Joe Coury (Republican of Jackson),Republican,Jackson,Campaign Account,No,,No
"Williams, Lemon C.",Lemon C. Williams (Republican of Chattanooga),Republican,Chattanooga,Campaign Account,No,,No
"Patrick, John",John Patrick (Democrat of Ashland City),Democrat,Ashland City,Campaign Account,No,,No
"Potvin, Dennis",Dennis Potvin (Democrat of Clarksville),Democrat,Clarksville,Campaign Account,No,,No
"Martinez, Coleen",Coleen Martinez (Democrat of Knoxville),Democrat,Knoxville,Campaign Account,No,,No
"Nelson, Jesse",Jesse Nelson (Republican of Knoxville),Republican,Knoxville,Campaign Account,No,,No
"Magouirk, Tammy",Tammy Magouirk (Democrat of Ooltewah),Democrat,Ooltewah,Campaign Account,No,,No
"Floied, Frankie G.",Frankie G. Floied (Democrat of Hohenwald),Democrat,Hohenwald,Campaign Account,No,,No
"Cambron, David",David Cambron (Democrat of Cordova),Democrat,Cordova,Campaign Account,No,,No
"Fitzhugh, Craig",Craig Fitzhugh (Democrat of Ripley),Democrat,Ripley,Campaign Account,No,,No
"Overall, Park",Park Overall (Democrat of Afton),Democrat,Afton,Campaign Account,No,,No
"Hullett, Robert",Robert Hullett (Republican of Brentwood),Republican,Brentwood,Campaign Account,No,,No
"Scott, Terry",Terry Scott (Democrat of Cookeville),Democrat,Cookeville,Campaign Account,No,,No
"Osborne, Deanna Debow",Deanna Debow Osborne (Democrat of Murfreesboro),Democrat,Murfreesboro,Campaign Account,No,,No
"Schonbaum, Danielle",Danielle Schonbaum (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Coley, James",James Coley (Republican of Bartlett),Republican,Bartlett,Campaign Account,No,,No
"McCormick, Scott",Scott McCormick (Republican of Cordova),Republican,Cordova,Campaign Account,No,,No
"Holmes, Aj",Aj Holmes (Democrat of Columbia),Democrat,Columbia,Campaign Account,No,,No
"Cowan, Judd",Judd Cowan (Republican of Nashville),Republican,Nashville,Campaign Account,No,,No
"Helton, Richard",Richard Helton (Republican of Chattanooga),Republican,Chattanooga,Campaign Account,No,,No
"McCormick, Gerald",Gerald McCormick (Republican of Nashville),Republican,Nashville,Pac,No,,No
"Scott, Heather",Heather Scott (Independent of Shelbyville),Independent,Shelbyville,Campaign Account,No,,No
"Munday, Wade",Wade Munday (Democrat of Springfield),Democrat,Springfield,Campaign Account,No,,No
"Mason, Johnathan",Johnathan Mason (Republican of Chattanooga),Republican,Chattanooga,Campaign Account,No,,No
"Callaway, Christina",Christina Callaway (Independent of Nashville),Independent,Nashville,Campaign Account,No,,No
"Dixon, Rickey",Rickey Dixon (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Farnor, Nathan",Nathan Farnor (Democrat of Johnson City),Democrat,Johnson City,Campaign Account,No,,No
"Thomas, George",George Thomas (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Rye, Houston",Houston Rye (Democrat of Clarksville),Democrat,Clarksville,Campaign Account,No,,No
"Palmedo,  Richard Paul",Richard Paul Palmedo (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Yokley, Jessica B.",Jessica B. Yokley (Democrat of Lawrenceburg),Democrat,Lawrenceburg,Campaign Account,No,,No
"Pedigo, Tommy",Tommy Pedigo (Republican of Morristown),Republican,Morristown,Campaign Account,No,,No
"Tate, Reginald",Reginald Tate (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Morrell, Tim",Tim Morrell (Republican of Smyrna),Republican,Smyrna,Campaign Account,No,,No
"Brooks, Kevin",Kevin Brooks (Republican of Cleveland),Republican,Cleveland,Pac,No,,No
"Proffitt, Larry",Larry Proffitt (Democrat of Greenbrier),Democrat,Greenbrier,Campaign Account,No,,No
"Hillegas, Rick (George)",Rick Hillegas (George),Republican,Maryville,Campaign Account,No,,No
"Williams, Mike",Mike Williams (Republican of Maynardville),Republican,Maynardville,Campaign Account,No,,No
"Moore, Sandra V.",Sandra V. Moore (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Fitzgerald,  Vincyl",Vincyl Fitzgerald (Democrat of Jefferson City),Democrat,Jefferson City,Campaign Account,No,,No
"Hill, T. Robert",T. Robert Hill (Democrat of Jackson),Democrat,Jackson,Campaign Account,No,,No
"Davis, Nevada Scott",Nevada Scott Davis (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Trotman, Les",Les Trotman (Democrat of Mcminnville),Democrat,Mcminnville,Campaign Account,No,,No
"Wirgau, Timothy",Timothy Wirgau (Republican of Paris),Republican,Paris,Pac,No,,No
"Varner, Nathaniel",Nathaniel Varner (Democrat of Oak Ridge),Democrat,Oak Ridge,Campaign Account,No,,No
"Arp, Doyle",Doyle Arp (Republican of Philadelphia),Republican,Philadelphia,Campaign Account,No,,No
"Fortner, Scott",Scott Fortner (Republican of Martin),Republican,Martin,Campaign Account,No,,No
"Powell (2018), Jason",Jason Powell (2018),Democrat,Nashville,Campaign Account,No,,No
"Hutchison, Tim",Tim Hutchison (Republican of Powell),Republican,Powell,Campaign Account,No,,No
"MacKey, Rachel",Rachel MacKey (Democrat of Portland),Democrat,Portland,Campaign Account,No,,No
"Stewart, Sloan Andrew",Sloan Andrew Stewart (Republican of Winchester),Republican,Winchester,Campaign Account,No,,No
"Maples, Wesley",Wesley Maples (Republican of Maryville),Republican,Maryville,Campaign Account,No,,No
"Williams, Chad",Chad Williams (Republican of Lancaster),Republican,Lancaster,Campaign Account,No,,No
"Ross, David W.",David W. Ross (Independent of White House),Independent,White House,Campaign Account,No,,No
"Doss, Barry",Barry Doss (Republican of Leoma),Republican,Leoma,Campaign Account,No,,No
"Lansden, Carl",Carl Lansden (Democrat of Cleveland),Democrat,Cleveland,Campaign Account,No,,No
"Houk, Zachary",Zachary Houk (Independent of Knoxville),Independent,Knoxville,Campaign Account,No,,No
"Williams, Scott P.",Scott P. Williams (Republican of Maryville),Republican,Maryville,Campaign Account,No,,No
"Johnson, Murphey",Murphey Johnson (Independent of Johnson City),Independent,Johnson City,Campaign Account,No,,No
"Jones,  Howard E.",Howard E. Jones (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Borchert, Billy",Billy Borchert (Democrat of New Johnsonville),Democrat,New Johnsonville,Campaign Account,No,,No
"Acuff, James",James Acuff (Republican of Washburn),Republican,Washburn,Campaign Account,No,,No
"Ransom, Mark Rodanial Ray",Mark Rodanial Ray Ransom (Democrat of Cordova),Democrat,Cordova,Campaign Account,No,,No
"Fodness, Gregory",Gregory Fodness (Republican of Cosby),Republican,Cosby,Campaign Account,No,,No
"Ford (2018), Jeff",Jeff Ford (2018),Republican,Nashville,Campaign Account,No,,No
"Ledford, Alan",Alan Ledford (Republican of Mcdonald),Republican,Mcdonald,Campaign Account,No,,No
"Campfield, Stacey",Stacey Campfield (Republican of Knoxville),Republican,Knoxville,Campaign Account,No,,No
"Stroud, Randell",Randell Stroud (Independent of Nashville),Independent,Nashville,Campaign Account,No,,No
"Clark, Dennis",Dennis Clark (Democrat of Chattanooga),Democrat,Chattanooga,Campaign Account,No,,No
"Dunn, Alex",Alex Dunn (Democrat of Knoxville),Democrat,Knoxville,Campaign Account,No,,No
"Moore, Garry",Garry Moore (Republican of Cleveland),Republican,Cleveland,Campaign Account,No,,No
"Peach, Bill",Bill Peach (Democrat of Franklin),Democrat,Franklin,Campaign Account,No,,No
"Cole, Justin (Andy)",Justin Cole (Andy),Republican,Alamo,Campaign Account,No,,No
"Agostini, Keifel",Keifel Agostini (Democrat of Knoxville),Democrat,Knoxville,Campaign Account,No,,No
"Carl, Richard",Richard Carl (Democrat of Paris),Democrat,Paris,Campaign Account,No,,No
"Cagle, William Mark",William Mark Cagle (Democrat of Lebanon),Democrat,Lebanon,Campaign Account,No,,No
"Simmons, Barbara",Barbara Simmons (Democrat of Talbott),Democrat,Talbott,Campaign Account,No,,No
"Darden, Stephen",Stephen Darden (Republican of Johnson City),Republican,Johnson City,Campaign Account,No,,No
"Sivley, Dallas",Dallas Sivley (Republican of Knoxville),Republican,Knoxville,Campaign Account,No,,No
"Smoak, Guy",Guy Smoak (Republican of Knoxville),Republican,Knoxville,Campaign Account,No,,No
"Farris, Dwight 'Dj'",Dwight 'Dj' Farris (Republican of Nashville),Republican,Nashville,Campaign Account,No,,No
"Wright, Justin",Justin Wright (Republican of Newbern),Republican,Newbern,Campaign Account,No,,No
"Uhlhorn, Frank",Frank Uhlhorn (Republican of Germantown),Republican,Germantown,Campaign Account,No,,No
"Gardner, Nicholas",Nicholas Gardner (Republican of Bell Buckle),Republican,Bell Buckle,Campaign Account,No,,No
"Lollar, Ron",Ron Lollar (Republican of Arlington),Republican,Arlington,Campaign Account,No,,No
"Dodds, Brandon",Brandon Dodds (Republican of Newbern),Republican,Newbern,Campaign Account,No,,No
"Ford, Justin",Justin Ford (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Birdsong, David R.",David R. Birdsong (Republican of Nashville),Republican,Nashville,Campaign Account,No,,No
"Harris, Lee",Lee Harris (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Sigler, Christy",Christy Sigler (Republican of Murfreesboro),Republican,Murfreesboro,Campaign Account,No,,No
"White, Kay",Kay White (Republican of Johnson City),Republican,Johnson City,Campaign Account,No,,No
"Woodruff, Brandon",Brandon Woodruff (Democrat of Chattanooga),Democrat,Chattanooga,Campaign Account,No,,No
"Green, Mark",Mark Green (Republican of Clarksville),Republican,Clarksville,Pac,No,,No
"Gregory, Joshua",Joshua Gregory (Democrat of Knoxville),Democrat,Knoxville,Campaign Account,No,,No
"Harper, Thelma",Thelma Harper (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Morin, Eric",Eric Morin (Republican of Sparta),Republican,Sparta,Campaign Account,No,,No
"French, Ryan",Ryan French (Democrat of Tullahoma),Democrat,Tullahoma,Campaign Account,No,,No
"Favors, Joanne",Joanne Favors (Democrat of Chattanooga),Democrat,Chattanooga,Campaign Account,No,,No
"Coker, Jeff",Jeff Coker (Republican of Hendersonville),Republican,Hendersonville,Campaign Account,No,,No
"Hayes, Jeremy H. G.",Jeremy H. G. Hayes (Republican of Mt. Juliet),Republican,Mt. Juliet,Campaign Account,No,,No
"Marshall, Melissa",Melissa Marshall (Republican of Collierville),Republican,Collierville,Campaign Account,No,,No
"Turner, Johnnie R.",Johnnie R. Turner (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Harwell (House 18), Beth",Beth Harwell (House 18),Republican,Nashville,Campaign Account,No,,No
"Brooks, Harry",Harry Brooks (Republican of Knoxville),Republican,Knoxville,Campaign Account,No,,No
"Schutt, Robert",Robert Schutt (Independent of Eads),Independent,Eads,Campaign Account,No,,No
"Ashworth, Julie Byrd",Julie Byrd Ashworth (Democrat of Collierville),Democrat,Collierville,Campaign Account,No,,No
"Loynachan, Curtis D.",Curtis D. Loynachan (Republican of Collierville),Republican,Collierville,Campaign Account,No,,No
"Patton, Billy",Billy Patton (Republican of Collierville),Republican,Collierville,Campaign Account,No,,No
"Tomasik, James L.",James L. Tomasik (Independent of Cordova),Independent,Cordova,Campaign Account,No,,No
"Horner, Gail Williams",Gail Williams Horner (Republican of Collierville),Republican,Collierville,Campaign Account,No,,No
"Walker, Dan",Dan Walker (Republican of Mt. Juliet),Republican,Mt. Juliet,Campaign Account,No,,No
"Sargent,  Charles",Charles Sargent (Republican of Franklin),Republican,Franklin,Campaign Account,No,,No
"Rogers, Courtney L.",Courtney L. Rogers (Republican of Goodlettsville),Republican,Goodlettsville,Campaign Account,No,,No
"Pivnick, Lawrence",Lawrence Pivnick (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Fullington, Jesse",Jesse Fullington (Independent of Huntingdon),Independent,Huntingdon,Campaign Account,No,,No
"McDaniel, Steve",Steve McDaniel (Republican of Parkers Crossroads),Republican,Parkers Crossroads,Campaign Account,No,,No
"Eldridge, Jimmy",Jimmy Eldridge (Republican of Jackson),Republican,Jackson,Campaign Account,No,,No
"Matheny, Judd",Judd Matheny (Republican of Tullahoma),Republican,Tullahoma,Campaign Account,No,,No
"Jones, Sherry",Sherry Jones (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Forgety, John W.",John W. Forgety (Republican of Athens),Republican,Athens,Campaign Account,No,,No
"Green, Mark E.",Mark E. Green (Republican of Ashland City),Republican,Ashland City,Campaign Account,No,,No
"Overbey, Doug",Doug Overbey (Republican of Maryville),Republican,Maryville,Campaign Account,No,,No
"Kane, Roger",Roger Kane (Republican of Knoxville),Republican,Knoxville,Campaign Account,No,,No
"Pitts, Joe",Joe Pitts (Democrat of Clarksville),Democrat,Clarksville,Campaign Account,No,,No
"Beavers (Senate), Mae",Mae Beavers (Senate),Republican,Mt. Juliet,Campaign Account,No,,No
"Alexander, David",David Alexander (Republican of Winchester),Republican,Winchester,Campaign Account,No,,No
"Rogers, Sydney",Sydney Rogers (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Porch, Andrew",Andrew Porch (Democrat of Waverly),Democrat,Waverly,Campaign Account,No,,No
"Farmer, Trisha",Trisha Farmer (Democrat of Mt. Juliet),Democrat,Mt. Juliet,Campaign Account,No,,No
"Warner, Mike",Mike Warner (Independent of Clarksville),Independent,Clarksville,Campaign Account,No,,No
"Rogers, Courtenay",Courtenay Rogers (Democrat of Franklin),Democrat,Franklin,Campaign Account,No,,No
"Hall, Steve",Steve Hall (Republican of Knoxville),Republican,Knoxville,Campaign Account,No,,No
"Coleman, Erin",Erin Coleman (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Price, Brandi",Brandi Price (Democrat of Knoxville),Democrat,Knoxville,Campaign Account,No,,No
"Glover, Steve",Steve Glover (Republican of Hermitage),Republican,Hermitage,Campaign Account,No,,No
"Hendrix, Gayla",Gayla Hendrix (Democrat of Smithville),Democrat,Smithville,Campaign Account,No,,No
"McCarter, Michael A.",Michael A. McCarter (Republican of Newport),Republican,Newport,Campaign Account,No,,No
"Ramsey, Marjorie",Marjorie Ramsey (Democrat of Newport),Democrat,Newport,Campaign Account,No,,No
"Fannon, Bob",Bob Fannon (Democrat of Lafollette),Democrat,Lafollette,Campaign Account,No,,No
"Hipps, Amelia",Amelia Hipps (Democrat of Lebanon),Democrat,Lebanon,Campaign Account,No,,No
"Moth, Chris",Chris Moth (Democrat of Nashville),Democrat,Nashville,Campaign Account,No,,No
"Waggoner, Michael P. (Mike)",Michael P. Waggoner (Mike),Republican,Chapel Hill,Campaign Account,No,,No
"Wilkinson, Khristy",Khristy Wilkinson (Democrat of Chattanooga),Democrat,Chattanooga,Campaign Account,No,,No
"Jackson, Cynthia Bundren",Cynthia Bundren Jackson (Republican of Rogersville),Republican,Rogersville,Campaign Account,No,,No
"Harwell (House 16), Beth Halteman",Beth Halteman Harwell (House 16),Republican,Nashville,Campaign Account,No,,No
"Cox, Beth",Beth Cox (Republican of Hendersonville),Republican,Hendersonville,Campaign Account,No,,No
"Dunn, Lloyd G.",Lloyd G. Dunn (Democrat of Portland),Democrat,Portland,Campaign Account,No,,No
"Callis, Angela",Angela Callis (Democrat of Martin),Democrat,Martin,Campaign Account,No,,No
"Goff, Becky",Becky Goff (Democrat of Murfreesboro),Democrat,Murfreesboro,Campaign Account,No,,No
"King, William",William King (Independent of Memphis),Independent,Memphis,Campaign Account,No,,No
"Edwards, Sharon Kay",Sharon Kay Edwards (Democrat of Shelbyville),Democrat,Shelbyville,Campaign Account,No,,No
"Powell, Daniel",Daniel Powell (Democrat of Cottage Grove),Democrat,Cottage Grove,Campaign Account,No,,No
"Blalock, Davette",Davette Blalock (Republican of Nashville),Republican,Nashville,Campaign Account,No,,No
"Reed, Deborah K.",Deborah K. Reed (Democrat of Munford),Democrat,Munford,Campaign Account,No,,No
"Todd, Curry",Curry Todd (Republican of Memphis),Republican,Memphis,Campaign Account,No,,No
"Gravitt, Marc",Marc Gravitt (Republican of East Ridge),Republican,East Ridge,Campaign Account,No,,No
"Miller, Justin",Justin Miller (Democrat of Murfreesboro),Democrat,Murfreesboro,Campaign Account,No,,No
"Castleman, Bennie W.",Bennie W. Castleman (Independent of Martin),Independent,Martin,Campaign Account,No,,No
"Hatten, Johnnie",Johnnie Hatten (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Harris, R. Price",R. Price Harris (Republican of Memphis),Republican,Memphis,Campaign Account,No,,No
"Gawrys, Steve",Steve Gawrys (Republican of Brentwood),Republican,Brentwood,Campaign Account,No,,No
"Lovell, Mark",Mark Lovell (Republican of Eads),Republican,Eads,Campaign Account,No,,No
"Wilkinson, Nicholas A.",Nicholas A. Wilkinson (Democrat of Lookout Mountain),Democrat,Lookout Mountain,Campaign Account,No,,No
"Fischman, Nancy",Nancy Fischman (Democrat of Johnson City),Democrat,Johnson City,Campaign Account,No,,No
"Sawyer, Tami (Tamara)",Tami Sawyer (Tamara),Democrat,Memphis,Campaign Account,No,,No
"Poe, James",James Poe (Republican of Buchanan),Republican,Buchanan,Campaign Account,No,,No
"Lockhart, William A.",William A. Lockhart (Republican of Tullahoma),Republican,Tullahoma,Campaign Account,No,,No
"Holladay, Aaron",Aaron Holladay (Republican of Lavergne),Republican,Lavergne,Campaign Account,No,,No
"Cooper, Thomas",Thomas Cooper (Republican of Piperton),Republican,Piperton,Campaign Account,No,,No
"Norris, Michelle",Michelle Norris (Republican of Antioch),Republican,Antioch,Campaign Account,No,,No
"Corcoran, James",James Corcoran (Republican of Knoxville),Republican,Knoxville,Campaign Account,No,,No
"Massey,  William Nathan",William Nathan Massey (Republican of Whites Creek),Republican,Whites Creek,Campaign Account,No,,No
"Bernstein, Bill",Bill Bernstein (Republican of Nashville),Republican,Nashville,Campaign Account,No,,No
"Cotton, Barry",Barry Cotton (Republican of Mcewen),Republican,Mcewen,Campaign Account,No,,No
"Weston, Pamela O.",Pamela O. Weston (Democrat of Sweetwater),Democrat,Sweetwater,Campaign Account,No,,No
"Williams, Daniel",Daniel Williams (Republican of Huntingdon),Republican,Huntingdon,Campaign Account,No,,No
"Zachary, Joey",Joey Zachary (Republican of Oneida),Republican,Oneida,Campaign Account,No,,No
"Norris, Mark",Mark Norris (Republican of Collierville),Republican,Collierville,Campaign Account,No,,No
"Irons, Felicia",Felicia Irons (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Baker, John C.",John C. Baker (Democrat of Johnson City),Democrat,Johnson City,Campaign Account,No,,No
"Marrero, Beverly",Beverly Marrero (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Hobbs, Timothy Tucker",Timothy Tucker Hobbs (Democrat of Bon Aqua),Democrat,Bon Aqua,Campaign Account,No,,No
"Moore, Calvin",Calvin Moore (Democrat of West Point),Democrat,West Point,Campaign Account,No,,No
"Keen, Chad",Chad Keen (Republican of Bristol),Republican,Bristol,Campaign Account,No,,No
"Powers, Amos Scott",Amos Scott Powers (Democrat of Cookeville),Democrat,Cookeville,Campaign Account,No,,No
"Evans, Dustin",Dustin Evans (Democrat of Dickson),Democrat,Dickson,Campaign Account,No,,No
"Waldrop, Roy Donald",Roy Donald Waldrop (Independent of Leoma),Independent,Leoma,Campaign Account,No,,No
"McCall, Holly",Holly McCall (Democrat of Franklin),Democrat,Franklin,Campaign Account,No,,No
"Barnett, Judy",Judy Barnett (Democrat of Crossville),Democrat,Crossville,Campaign Account,No,,No
"King, Tamra",Tamra King (Democrat of Chapel Hill),Democrat,Chapel Hill,Campaign Account,No,,No
"Silvertooth, Nancy",Nancy Silvertooth (Democrat of Winchester),Democrat,Winchester,Campaign Account,No,,No
"Newman, Andrew",Andrew Newman (Independent of Chattanooga),Independent,Chattanooga,Campaign Account,No,,No
"Armstrong, Joe",Joe Armstrong (Democrat of Knoxville),Democrat,Knoxville,Campaign Account,No,,No
"Campbell, Seth James",Seth James Campbell (Democrat of Columbia),Democrat,Columbia,Campaign Account,No,,No
"Shipley, Tony",Tony Shipley (Republican of Kingsport),Republican,Kingsport,Campaign Account,No,,No
"Elder, Claude Sam",Claude Sam Elder (Republican of Sparta),Republican,Sparta,Campaign Account,No,,No
"Shutt, Bob",Bob Shutt (Republican of Savannah),Republican,Savannah,Campaign Account,No,,No
"White, Ethan",Ethan White (Republican of Chattanooga),Republican,Chattanooga,Campaign Account,No,,No
"Williams, Keith",Keith Williams (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"McElravey, Tina",Tina McElravey (Republican of Millington),Republican,Millington,Campaign Account,No,,No
"Randolph, Matt",Matt Randolph (Republican of Ardmore),Republican,Ardmore,Campaign Account,No,,No
"Wilcher, Michael Shane",Michael Shane Wilcher (Republican of Mcminnville),Republican,Mcminnville,Campaign Account,No,,No
"Brooks, Ernest T.",Ernest T. Brooks (Democrat of Jackson),Democrat,Jackson,Campaign Account,No,,No
"Matheny, Dana",Dana Matheny (Republican of Collierville),Republican,Collierville,Campaign Account,No,,No
"Robinson, Robert (Bob)",Robert Robinson (Bob),Republican,Sparta,Campaign Account,No,,No
"Bauhs, Raymond E.",Raymond E. Bauhs (Republican of Lyles),Republican,Lyles,Campaign Account,No,,No
"Smith, Lori L.",Lori L. Smith (Republican of Clarksville),Republican,Clarksville,Campaign Account,No,,No
"Lane, Steve",Steve Lane (Republican of Murfreesboro),Republican,Murfreesboro,Campaign Account,No,,No
"Gaugh, Glen",Glen Gaugh (Republican of Jackson),Republican,Jackson,Campaign Account,No,,No
"Coffman, Rusty",Rusty Coffman (Republican of Michie),Republican,Michie,Campaign Account,No,,No
"Drew, Charles E. (Pete)",Charles E. Drew (Pete),Republican,Knoxville,Campaign Account,No,,No
"Harris, Daniel M.",Daniel M. Harris (Democrat of Somerville),Democrat,Somerville,Campaign Account,No,,No
"Brooks, Amberlee",Amberlee Brooks (Republican of Antioch),Republican,Antioch,Campaign Account,No,,No
"George, Diane",Diane George (Republican of Collierville),Republican,Collierville,Campaign Account,No,,No
"Staten, Travis S.",Travis S. Staten (Democrat of Springfield),Democrat,Springfield,Campaign Account,No,,No
"McDow, Ron",Ron McDow (Republican of Nashville),Republican,Nashville,Campaign Account,No,,No
"Collins, Herman",Herman Collins (Democrat of Clinton),Democrat,Clinton,Campaign Account,No,,No
"Gallman, Rhonda",Rhonda Gallman (Independent of Knoxville),Independent,Knoxville,Campaign Account,No,,No
"Norman, Joey",Joey Norman (Independent of Columbia),Independent,Columbia,Campaign Account,No,,No
"Kawula, Gary",Gary Kawula (Independent of Bluff City),Independent,Bluff City,Campaign Account,No,,No
"Wright, Steve R.",Steve R. Wright (Democrat of Springville),Democrat,Springville,Campaign Account,No,,No
"Demetreon, Alice",Alice Demetreon (Democrat of Whitwell),Democrat,Whitwell,Campaign Account,No,,No
"Christian, Stephen",Stephen Christian (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Coggin, Adam",Adam Coggin (Republican of Murfreesboro),Republican,Murfreesboro,Campaign Account,No,,No
"Belote, David",David Belote (Republican of Martin),Republican,Martin,Campaign Account,No,,No
"Carson, Karen",Karen Carson (Republican of Knoxville),Republican,Knoxville,Campaign Account,No,,No
"Wilburn, Leigh",Leigh Wilburn (Republican of Somerville),Republican,Somerville,Campaign Account,No,,No
"Harrison, Michael",Michael Harrison (Republican of Rogersville),Republican,Rogersville,Campaign Account,No,,No
"Womick, Rick",Rick Womick (Republican of Rockvale),Republican,Rockvale,Campaign Account,No,,No
"Shepard, David",David Shepard (Democrat of Dickson),Democrat,Dickson,Campaign Account,No,,No
"Dominy, Duane",Duane Dominy (Republican of Antioch),Republican,Antioch,Campaign Account,No,,No
"Smith, Sarah M.",Sarah M. Smith (Democrat of Carthage),Democrat,Carthage,Campaign Account,No,,No
"Washington, Joyce",Joyce Washington (Democrat of Martin),Democrat,Martin,Campaign Account,No,,No
"Ford, Ophelia",Ophelia Ford (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Bricco, Rory",Rory Bricco (Republican of Covington),Republican,Covington,Campaign Account,No,,No
"Crowell, Shaun",Shaun Crowell (Independent of Spring Hill),Independent,Spring Hill,Campaign Account,No,,No
"Martin, Robert",Robert Martin (Democrat of Erwin),Democrat,Erwin,Campaign Account,No,,No
"Gotto, Jim",Jim Gotto (Republican of Hermitage),Republican,Hermitage,Campaign Account,No,,No
"Huffer, Matthew",Matthew Huffer (Democrat of Normandy),Democrat,Normandy,Campaign Account,No,,No
"Carriger, Phillip R.",Phillip R. Carriger (Republican of Johnson City),Republican,Johnson City,Campaign Account,No,,No
"Vaudt, Betty",Betty Vaudt (Democrat of Cookeville),Democrat,Cookeville,Campaign Account,No,,No
"Wells, Kenneth L.",Kenneth L. Wells (Democrat of Memphis),Democrat,Memphis,Campaign Account,No,,No
"Veeneman, Judy",Judy Veeneman (Republican of Elizabethton),Republican,Elizabethton,Campaign Account,No,,No
"Siler, Cheri Kay",Cheri Kay Siler (Democrat of Knoxville),Democrat,Knoxville,Campaign Account,No,,No
"Crisp, Jane R.",Jane R. Crisp (Democrat of Pegram),Democrat,Pegram,Campaign Account,No,,No
"Silverman, Len",Len Silverman (Republican of Hendersonville),Republican,Hendersonville,Campaign Account,No,,No
"Hensley, Ted",Ted Hensley (Republican of Chuckey),Republican,Chuckey,Campaign Account,No,,No
"Evans, Joshua",Joshua Evans (Republican of Springfield),Republican,Springfield,Campaign Account,No,,No
"Parsons, Kevin",Kevin Parsons (Republican of Mountain City),Republican,Mountain City,Campaign Account,No,,No
