company_name,total_all,total_since_2016,total_since_2021,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,PAC Address,Links
Marsy's Law For All,1283500.0,1283500.0,646500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37000.0,600000.0,152000.0,38500.0,152000.0,152000.0,152000.0,,
Education Networks of America,1270500.0,660500.0,162000.0,77000.0,77000.0,152000.0,152000.0,152000.0,152000.0,78000.0,114500.0,77000.0,77000.0,40500.0,40500.0,40500.0,40500.0,0.0,,
Tennessee State Collaborative On Reforming Education (SCORE),1262500.0,1232000.0,810000.0,20500.0,0.0,2000.0,4000.0,4000.0,4000.0,4000.0,73500.0,188500.0,152000.0,152000.0,152000.0,152000.0,152000.0,202000.0,,
Tennessee American Water,1260500.0,789000.0,420000.0,168500.0,73500.0,73500.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,57000.0,57000.0,114500.0,114500.0,57000.0,77000.0,,
Tennessee Construction Coalition,1260000.0,283000.0,82000.0,152000.0,225000.0,225000.0,225000.0,150000.0,185000.0,4000.0,4000.0,4000.0,4000.0,4000.0,78000.0,0.0,0.0,0.0,,
Phillip Morris-Swedish Match,1257000.0,1072000.0,905500.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,18500.0,37000.0,20500.0,37000.0,94000.0,252000.0,502000.0,,
Google ,1255000.0,1177500.0,722500.0,0.0,0.0,0.0,20500.0,57000.0,57000.0,57000.0,37000.0,152000.0,152000.0,78000.0,152000.0,152000.0,188500.0,152000.0,,
Tennessee School Boards Association,1248500.0,1020000.0,622500.0,37000.0,37000.0,57000.0,57000.0,40500.0,37000.0,94500.0,57000.0,114500.0,94500.0,114500.0,114500.0,114500.0,164500.0,114500.0,,
Meharry Medical College,1245500.0,929500.0,341500.0,4000.0,78000.0,152000.0,78000.0,4000.0,302000.0,152000.0,0.0,57000.0,77000.0,77000.0,93500.0,57000.0,57000.0,57000.0,,
Tennessee Disability Coalition,1240000.0,955000.0,557000.0,20500.0,37000.0,37000.0,113500.0,77000.0,113500.0,77000.0,93500.0,57000.0,57000.0,73500.0,110000.0,130000.0,130000.0,113500.0,,
Association of County Mayors,1239000.0,955000.0,242500.0,77000.0,37000.0,94500.0,57000.0,18500.0,0.0,187500.0,187500.0,187500.0,150000.0,37000.0,37000.0,37000.0,37000.0,94500.0,,
Tennessee Wine And Spirits Retailers Association,1230000.0,845000.0,460000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,152000.0,P. O. BOX 961,
Everytown For Gun Safety Action Fund,1227500.0,1154000.0,686500.0,0.0,0.0,0.0,0.0,73500.0,93500.0,93500.0,93500.0,93500.0,93500.0,93500.0,77000.0,255000.0,167500.0,93500.0,P.O. BOX 4184,
Tennessee Society of Anesthesiologists,1225500.0,1023000.0,784000.0,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,77000.0,77000.0,168500.0,168500.0,185000.0,185000.0,P.O. BOX 71367,
Tenenssee Farm Bureau,1225000.0,710000.0,385000.0,152000.0,94500.0,114500.0,77000.0,77000.0,77000.0,57000.0,57000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
American Lung Association,1216000.0,1216000.0,760000.0,0.0,0.0,0.0,0.0,0.0,37000.0,4000.0,111000.0,152000.0,152000.0,152000.0,152000.0,152000.0,152000.0,152000.0,,
Tennessee Academy of Physician Assistants,1207500.0,882500.0,460000.0,57000.0,57000.0,57000.0,77000.0,77000.0,114500.0,77000.0,77000.0,77000.0,77000.0,77000.0,114500.0,77000.0,114500.0,77000.0,,
Youth Villages,1193000.0,1012500.0,647500.0,40500.0,2000.0,4000.0,77000.0,57000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,114500.0,152000.0,152000.0,152000.0,,
Ebay,1192000.0,788500.0,328500.0,57000.0,114500.0,114500.0,77000.0,40500.0,77000.0,77000.0,114500.0,77000.0,114500.0,40500.0,77000.0,77000.0,77000.0,57000.0,,
U.S. Chamber of Commerce,1188000.0,337000.0,102500.0,78000.0,114500.0,153000.0,296500.0,209000.0,18500.0,4000.0,40500.0,114500.0,57000.0,94500.0,0.0,4000.0,0.0,4000.0,,
Tennessee Oncology Practice Society,1175500.0,1175500.0,722500.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,113500.0,150000.0,151000.0,114500.0,152000.0,152000.0,152000.0,152000.0,,
Farm Credit Mid-America,1172500.0,907500.0,236500.0,77000.0,37000.0,37000.0,37000.0,77000.0,78000.0,252000.0,94500.0,94500.0,152000.0,20500.0,20500.0,4000.0,114500.0,77000.0,,
Public Consulting Group,1171000.0,846000.0,497500.0,37000.0,57000.0,77000.0,77000.0,77000.0,40500.0,77000.0,77000.0,77000.0,77000.0,77000.0,152000.0,77000.0,114500.0,77000.0,,
"Volkert, Inc.",1166500.0,1012500.0,804000.0,0.0,0.0,0.0,77000.0,77000.0,57000.0,57000.0,37000.0,37000.0,20500.0,0.0,0.0,0.0,252000.0,552000.0,,
Retirement Companies of America,1162500.0,876500.0,102500.0,40500.0,57000.0,37000.0,37000.0,114500.0,37000.0,361000.0,144500.0,194500.0,37000.0,37000.0,37000.0,20500.0,4000.0,4000.0,,https://retirementcompanies.com/the-rca-way/leadership/
Unum Group,1162500.0,917500.0,385000.0,57000.0,77000.0,37000.0,37000.0,37000.0,37000.0,77000.0,152000.0,152000.0,114500.0,77000.0,77000.0,77000.0,77000.0,77000.0,1 FOUNTAIN SQUARE,
Recording Industry Association of America,1155000.0,770000.0,385000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Bank of America,1155000.0,770000.0,385000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Outdoor Advertising of Tennessee,1155000.0,770000.0,385000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Lenscrafters,1152500.0,321000.0,81000.0,110000.0,488500.0,78000.0,77000.0,78000.0,78000.0,40500.0,40500.0,40500.0,40500.0,40500.0,40500.0,0.0,0.0,0.0,,
Houghton Mifflin Harcourt Publishing Company,1150000.0,654500.0,269500.0,114500.0,77000.0,77000.0,113500.0,113500.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,38500.0,0.0,,
Nashville Cares,1147500.0,962500.0,621000.0,37000.0,37000.0,37000.0,37000.0,37000.0,77000.0,77000.0,77000.0,37000.0,73500.0,37000.0,57000.0,77000.0,225000.0,225000.0,,
Goodwill,1147500.0,1147500.0,937500.0,0.0,0.0,0.0,0.0,0.0,2000.0,57000.0,37000.0,37000.0,77000.0,77000.0,135000.0,266500.0,192500.0,266500.0,,
Global Tel Link Corporation,1147500.0,937500.0,572500.0,0.0,0.0,18500.0,77000.0,114500.0,77000.0,77000.0,77000.0,57000.0,77000.0,77000.0,77000.0,152000.0,152000.0,114500.0,,
Hospital Authority Of Metro Government Of Nashville & Davidson County,1145000.0,993000.0,907000.0,20500.0,37000.0,37000.0,37000.0,20500.0,20500.0,20500.0,20500.0,4000.0,20500.0,0.0,252000.0,252000.0,252000.0,151000.0,,
Airbnb,1145000.0,1145000.0,585000.0,0.0,0.0,0.0,0.0,0.0,77000.0,114500.0,214500.0,77000.0,77000.0,164500.0,114500.0,77000.0,77000.0,152000.0,,
Geographic Solutions ,1137500.0,832500.0,342500.0,77000.0,77000.0,57000.0,57000.0,37000.0,281000.0,37000.0,20500.0,37000.0,114500.0,94500.0,37000.0,57000.0,77000.0,77000.0,,
Nissan,1136500.0,706500.0,385000.0,110000.0,110000.0,70000.0,70000.0,70000.0,73500.0,57000.0,57000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,ONE NISSAN WAY,
Cigar Association of America,1135000.0,750000.0,365000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,57000.0,77000.0,77000.0,77000.0,,
UHS of Delaware,1135000.0,770000.0,385000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Norfolk Southern,1135000.0,770000.0,385000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
South College,1135000.0,770000.0,385000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Erlanger Health System,1126000.0,667500.0,129500.0,20500.0,77000.0,57000.0,152000.0,152000.0,152000.0,152000.0,152000.0,78000.0,4000.0,4000.0,4000.0,4000.0,40500.0,77000.0,,
Uber,1114500.0,844000.0,385000.0,0.0,0.0,0.0,18500.0,252000.0,114500.0,113500.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Tennessee Consumer Finance Association,1112000.0,762000.0,385000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,73500.0,93500.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Tennessee Society of Certified Public Accountants,1111500.0,796500.0,390000.0,40500.0,40500.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,94500.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,201 POWELL PLACE,
Live Nation - Ticketmaster,1109500.0,746500.0,401500.0,18500.0,77000.0,113500.0,77000.0,77000.0,77000.0,77000.0,37000.0,77000.0,77000.0,77000.0,77000.0,93500.0,77000.0,77000.0,,
Rogers Group,1107500.0,647500.0,305000.0,114500.0,114500.0,77000.0,77000.0,77000.0,114500.0,77000.0,77000.0,37000.0,37000.0,57000.0,57000.0,77000.0,57000.0,57000.0,,
"Bristol Motor Speedway, Llc",1101500.0,1079000.0,1079000.0,0.0,0.0,0.0,18500.0,4000.0,0.0,0.0,0.0,0.0,0.0,77000.0,77000.0,225000.0,325000.0,375000.0,,
Aegis Sciences Corporation,1099500.0,730000.0,382500.0,0.0,0.0,252000.0,40500.0,77000.0,114500.0,78000.0,40500.0,0.0,114500.0,57000.0,77000.0,57000.0,114500.0,77000.0,,
"Noble Education, Inc.",1097500.0,1097500.0,963500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77000.0,57000.0,93500.0,181000.0,268500.0,268500.0,152000.0,,
Metropolitan Nashville Airport Authority,1093500.0,977000.0,673000.0,2000.0,0.0,0.0,38500.0,76000.0,0.0,0.0,0.0,152000.0,152000.0,202000.0,111000.0,188500.0,77000.0,94500.0,,
Bridgestone,1092500.0,710000.0,365000.0,77000.0,114500.0,57000.0,77000.0,57000.0,77000.0,57000.0,77000.0,77000.0,57000.0,77000.0,57000.0,77000.0,77000.0,77000.0,,
Merck,1081500.0,641500.0,360000.0,77000.0,114500.0,77000.0,114500.0,57000.0,57000.0,73500.0,57000.0,37000.0,57000.0,37000.0,57000.0,114500.0,57000.0,94500.0,,
YMCA of Middle Tennessee,1080500.0,679500.0,286500.0,77000.0,81000.0,81000.0,81000.0,81000.0,81000.0,81000.0,77000.0,77000.0,77000.0,37000.0,94500.0,57000.0,57000.0,41000.0,,
Tennessee Physical Therapy Association,1075000.0,770000.0,385000.0,37000.0,37000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,1483 NORTH MT. JULIET ROAD #175,
Enterprise Rentacar,1071500.0,706500.0,231000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,131000.0,113500.0,77000.0,77000.0,77000.0,0.0,0.0,,
Motorola,1071500.0,805000.0,460000.0,18500.0,57000.0,37000.0,77000.0,77000.0,37000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,152000.0,77000.0,,
Quest Diagnostics,1070000.0,800500.0,345000.0,0.0,38500.0,77000.0,77000.0,77000.0,114500.0,77000.0,77000.0,93500.0,93500.0,57000.0,77000.0,77000.0,77000.0,57000.0,,
Lincoln Memorial University,1069500.0,1029000.0,683000.0,38500.0,0.0,0.0,0.0,2000.0,57000.0,114500.0,20500.0,77000.0,77000.0,114500.0,77000.0,77000.0,114500.0,300000.0,,
SCI Tennessee Funeral Services,1067500.0,819500.0,434500.0,77000.0,77000.0,0.0,37000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,93500.0,93500.0,93500.0,,
American Council of Engineering Companies of Tennessee,1056000.0,937000.0,627500.0,20500.0,4000.0,37000.0,37000.0,20500.0,20500.0,77000.0,78000.0,77000.0,57000.0,77000.0,152000.0,152000.0,152000.0,94500.0,,
GSK,1055000.0,670000.0,325000.0,77000.0,77000.0,77000.0,77000.0,77000.0,40500.0,73500.0,77000.0,77000.0,77000.0,77000.0,77000.0,57000.0,57000.0,57000.0,,
Qk4,1054000.0,579500.0,194500.0,93500.0,150000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,40500.0,0.0,0.0,,
Johnson Controls,1054000.0,648000.0,265500.0,0.0,0.0,0.0,328000.0,78000.0,57000.0,77000.0,77000.0,114500.0,57000.0,94500.0,37000.0,77000.0,57000.0,0.0,,
Waste Management,1045500.0,840500.0,529500.0,57000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,163000.0,134000.0,164500.0,77000.0,77000.0,77000.0,,
Tennessee School Systems For Equity - Tennessee Education And Management Services,1044500.0,588000.0,252000.0,77000.0,77000.0,57000.0,94500.0,151000.0,57000.0,144500.0,20500.0,57000.0,57000.0,57000.0,77000.0,20500.0,40500.0,57000.0,,
"Tennessee Oncology, Pllc",1036000.0,1036000.0,884000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,152000.0,152000.0,152000.0,202000.0,226000.0,,
Republic Services,1035500.0,693000.0,403500.0,114500.0,57000.0,57000.0,57000.0,57000.0,77000.0,94500.0,77000.0,4000.0,37000.0,78000.0,57000.0,77000.0,77000.0,114500.0,,
Tennessee Primary Care Association,1025500.0,906500.0,340500.0,4000.0,4000.0,37000.0,37000.0,37000.0,37000.0,37000.0,194500.0,227500.0,70000.0,70000.0,70000.0,70000.0,73500.0,57000.0,,
AAA,1023000.0,336000.0,20000.0,79500.0,151500.0,152000.0,152000.0,152000.0,152000.0,152000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,,
BNSF Railway Co.,1011500.0,710000.0,365000.0,93500.0,73500.0,4000.0,53500.0,77000.0,77000.0,77000.0,77000.0,77000.0,37000.0,77000.0,57000.0,77000.0,77000.0,77000.0,,
Justcity,1011000.0,1009000.0,456500.0,0.0,0.0,0.0,0.0,2000.0,94500.0,114500.0,114500.0,114500.0,114500.0,114500.0,77000.0,152000.0,76000.0,37000.0,,
Catholic Public Policy Commission of Tennessee,1007500.0,482500.0,22500.0,131000.0,110000.0,130000.0,77000.0,77000.0,77000.0,114500.0,77000.0,114500.0,77000.0,20500.0,2000.0,0.0,0.0,0.0,,
Vulcan Construction Materials,996000.0,733500.0,179000.0,114500.0,37000.0,37000.0,37000.0,37000.0,152000.0,152000.0,152000.0,78000.0,20500.0,20500.0,4000.0,37000.0,77000.0,40500.0,,
Tennessee Dental Hygienists Association,990500.0,685500.0,460500.0,57000.0,77000.0,77000.0,37000.0,57000.0,37000.0,20500.0,37000.0,57000.0,73500.0,110000.0,110000.0,90000.0,73500.0,77000.0,,
Centurion,983000.0,770000.0,385000.0,0.0,18500.0,40500.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Nashville Area Chamber of Commerce,976500.0,724500.0,634500.0,57000.0,37000.0,77000.0,77000.0,4000.0,4000.0,4000.0,4000.0,20500.0,57500.0,61000.0,97500.0,134000.0,134000.0,208000.0,,
Tennessee Apartment Association,976000.0,690000.0,385000.0,37000.0,20500.0,114500.0,77000.0,37000.0,57000.0,57000.0,57000.0,77000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Medtronic,955000.0,590000.0,245000.0,77000.0,77000.0,57000.0,77000.0,77000.0,57000.0,77000.0,77000.0,57000.0,77000.0,77000.0,57000.0,37000.0,37000.0,37000.0,,
Tennessee Dental Association,952500.0,567500.0,342500.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,114500.0,77000.0,77000.0,,
National Federation of Independent Business,951000.0,782500.0,434000.0,37000.0,37000.0,37000.0,37000.0,20500.0,77000.0,77000.0,77000.0,77000.0,40500.0,168500.0,147500.0,4000.0,57000.0,57000.0,"555 12TH ST NW, SUITE 1001",
Tennessee Mining Association,951000.0,601000.0,251000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,70000.0,37000.0,37000.0,37000.0,,
Independent Insurance Agents of Tennessee,949000.0,713500.0,385000.0,57000.0,20500.0,40500.0,40500.0,77000.0,40500.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
American Cancer Society,948500.0,623500.0,308500.0,37000.0,57000.0,77000.0,77000.0,77000.0,152000.0,114500.0,40500.0,4000.0,4000.0,20500.0,57000.0,77000.0,77000.0,77000.0,,
Igt And Its Affiliates,942500.0,942500.0,577500.0,0.0,0.0,0.0,0.0,0.0,77000.0,77000.0,77000.0,77000.0,57000.0,77000.0,77000.0,114500.0,164500.0,144500.0,,
Triton Management Services Llc,940500.0,770000.0,385000.0,0.0,0.0,0.0,18500.0,152000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
"Gilead Sciences, Inc.",939000.0,667500.0,385000.0,0.0,4000.0,77000.0,113500.0,77000.0,94500.0,77000.0,20500.0,37000.0,53500.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Diageo North America,937000.0,777000.0,387000.0,0.0,0.0,78000.0,4000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,114500.0,40500.0,77000.0,77000.0,,
ACLU,934000.0,916000.0,793000.0,4000.0,4000.0,4000.0,4000.0,2000.0,4000.0,4000.0,37000.0,37000.0,41000.0,81000.0,156000.0,152000.0,202000.0,202000.0,,
Civilis Strategies,932000.0,932000.0,202000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202000.0,326000.0,202000.0,202000.0,0.0,0.0,0.0,0.0,,
Motion Picture Association of America,931000.0,626000.0,387000.0,37000.0,77000.0,77000.0,37000.0,77000.0,40500.0,40500.0,40500.0,77000.0,40500.0,40500.0,77000.0,40500.0,77000.0,152000.0,,
"Wayne Halfway House, Inc.",930500.0,682500.0,497500.0,0.0,57000.0,77000.0,77000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,114500.0,77000.0,77000.0,77000.0,152000.0,,
Baptist Memorial Health.,930000.0,698500.0,530000.0,0.0,40500.0,77000.0,77000.0,37000.0,37000.0,37000.0,20500.0,37000.0,37000.0,37000.0,94500.0,152000.0,152000.0,94500.0,,
Pearson Education ,929500.0,766000.0,504000.0,4000.0,4000.0,78000.0,40500.0,37000.0,37000.0,37000.0,37000.0,37000.0,114000.0,97500.0,114000.0,114000.0,97500.0,81000.0,,
Children's Hospital Alliance of Tennessee,926000.0,468500.0,326000.0,114500.0,114500.0,114500.0,57000.0,57000.0,57000.0,40500.0,20500.0,4000.0,20500.0,37000.0,20500.0,77000.0,114500.0,77000.0,,
Dentaquest Of Tennessee Llc,921000.0,710000.0,345000.0,0.0,0.0,57000.0,77000.0,77000.0,77000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,37000.0,,
"American International Group, ",918500.0,593500.0,248500.0,77000.0,57000.0,77000.0,37000.0,77000.0,57000.0,57000.0,77000.0,77000.0,77000.0,77000.0,57000.0,40500.0,37000.0,37000.0,,
Urban Story Ventures,912000.0,912000.0,760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,152000.0,152000.0,152000.0,152000.0,152000.0,,
Tennessee Smoke Free Association,904000.0,904000.0,418000.0,0.0,0.0,0.0,0.0,0.0,0.0,40500.0,40500.0,364500.0,40500.0,94500.0,77000.0,40500.0,4000.0,202000.0,,
Wacker Polysilicon North America Llc,892000.0,814500.0,557000.0,40500.0,37000.0,0.0,0.0,0.0,0.0,57000.0,73500.0,90000.0,37000.0,70000.0,110000.0,150000.0,150000.0,77000.0,,
Equifax,887000.0,887000.0,735000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152000.0,77000.0,152000.0,152000.0,152000.0,202000.0,,
Tennessee Trucking Association,878500.0,673500.0,385000.0,57000.0,37000.0,37000.0,37000.0,37000.0,37000.0,40500.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,4531 TROUSDALE DRIVE,
Eli Lilly,876500.0,530000.0,325000.0,38500.0,77000.0,77000.0,77000.0,77000.0,37000.0,37000.0,57000.0,37000.0,37000.0,37000.0,57000.0,77000.0,77000.0,77000.0,,
Knoxville Chamber,863000.0,560500.0,202500.0,114500.0,37000.0,77000.0,20500.0,53500.0,37000.0,57000.0,93500.0,93500.0,77000.0,77000.0,77000.0,40500.0,4000.0,4000.0,,
Tn Assn. Of Broadcasters,860500.0,539000.0,405500.0,77000.0,93500.0,77000.0,37000.0,37000.0,37000.0,37000.0,20500.0,37000.0,2000.0,4000.0,78000.0,152000.0,114500.0,57000.0,,
Enova Online Services,860000.0,860000.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,242500.0,261000.0,37000.0,94500.0,37000.0,57000.0,37000.0,37000.0,57000.0,,
Memorial Health Care System,857500.0,634500.0,269500.0,18500.0,57000.0,53500.0,37000.0,57000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,38500.0,0.0,,
Election Systems & Software,855000.0,670000.0,385000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
"Wilson & Associates, Engineering",850000.0,370000.0,185000.0,204000.0,165000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,37000.0,,
Deloitte Consulting Llp,848000.0,733500.0,385000.0,0.0,38500.0,76000.0,0.0,0.0,40500.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Tennessee Railroad Association (Tnrra),847000.0,770000.0,385000.0,0.0,0.0,0.0,0.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Accenture Llp,841500.0,801000.0,572500.0,0.0,0.0,0.0,0.0,40500.0,57000.0,0.0,0.0,94500.0,77000.0,114500.0,114500.0,77000.0,114500.0,152000.0,,
Wine Institute,839500.0,604000.0,328500.0,40500.0,37000.0,40500.0,40500.0,77000.0,77000.0,40500.0,77000.0,40500.0,40500.0,77000.0,77000.0,57000.0,40500.0,77000.0,,
Acadia Healthcare,837500.0,837500.0,436000.0,0.0,0.0,0.0,0.0,0.0,76000.0,94500.0,77000.0,77000.0,77000.0,40500.0,164500.0,77000.0,77000.0,77000.0,,
Alzheimer's Association,834500.0,812500.0,343000.0,6000.0,4000.0,4000.0,4000.0,4000.0,4000.0,22500.0,118500.0,168500.0,156000.0,118500.0,82000.0,61000.0,44500.0,37000.0,,
Alkermes,827000.0,750000.0,365000.0,0.0,0.0,0.0,0.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,57000.0,77000.0,77000.0,,
Enbridge,823000.0,823000.0,590000.0,0.0,0.0,0.0,0.0,0.0,0.0,38500.0,77000.0,77000.0,40500.0,77000.0,57000.0,152000.0,152000.0,152000.0,,
Tennessee Association of Optometric Physicians,819000.0,574000.0,276000.0,37000.0,37000.0,37000.0,57000.0,77000.0,57000.0,70000.0,57000.0,57000.0,57000.0,20500.0,37000.0,37000.0,37000.0,144500.0,,
Independent Medicine Pac,818500.0,590000.0,365000.0,40500.0,40500.0,73500.0,37000.0,37000.0,37000.0,37000.0,57000.0,57000.0,37000.0,77000.0,77000.0,77000.0,57000.0,77000.0,,
"Sellers, Dorsey & Associates",805500.0,730000.0,385000.0,0.0,0.0,0.0,18500.0,57000.0,57000.0,57000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,77000.0,,
Kpmg Llp,803000.0,803000.0,590000.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,77000.0,77000.0,57000.0,77000.0,57000.0,152000.0,152000.0,152000.0,,
